[27Nov2024 19:29:17.777] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[27Nov2024 19:29:17.781] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[27Nov2024 19:29:18.062] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Zombies-server/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[27Nov2024 19:29:18.415] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.19.2-43.4.2/fmlcore-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.416] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.19.2-43.4.2/javafmllanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.418] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.19.2-43.4.2/lowcodelanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.419] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.19.2-43.4.2/mclanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.575] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[27Nov2024 19:29:20.397] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[27Nov2024 19:29:20.472] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments []
[27Nov2024 19:29:20.517] [main/WARN] [mixin/]: Reference map 'ambientsounds.mixins.refmap.json' for ambientsounds.mixins.json could not be read. If this is a development environment you can ignore this message
[27Nov2024 19:29:25.673] [main/INFO] [net.minecraft.util.datafix.DataFixers/]: Building unoptimized datafixer
[27Nov2024 19:29:27.873] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[27Nov2024 19:29:27.874] [modloading-worker-0/INFO] [realmayus.aquatictorches.AquaticTorches/]: Aquatic Torches loaded.
[27Nov2024 19:29:27.906] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 43.4.2, for MC 1.19.2 with MCP 20220805.130853
[27Nov2024 19:29:27.907] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v43.4.2 Initialized
[27Nov2024 19:29:27.955] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/Zombies-server/servidor_minecraft/config/appleskin-client.toml is not correct. Correcting
[27Nov2024 19:29:27.957] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.008] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_incinerator was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.008] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_incinerator.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.008] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_incinerator.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.008] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_incinerator.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.008] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_incinerator.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.008] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_incinerator.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.009] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.flame was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.009] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.flame.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.009] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.flame.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.009] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.flame.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.009] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.flame.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.009] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.flame.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.009] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan_weapon was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan_weapon.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan_weapon.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan_weapon.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan_weapon.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan_weapon.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_cannon was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_cannon.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_cannon.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.010] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_cannon.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_cannon.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_cannon.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.centuar was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.centuar.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.centuar.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.centuar.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.centuar.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.011] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.centuar.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_transform was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_transform.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_transform.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_transform.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_transform.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_transform.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.nitrous was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.012] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.nitrous.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.nitrous.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.nitrous.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.nitrous.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.nitrous.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.herobrine was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.herobrine.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.herobrine.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.013] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.herobrine.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.herobrine.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.herobrine.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_shotgun was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_shotgun.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_shotgun.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_shotgun.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_shotgun.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.014] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_shotgun.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.015] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_riflel was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.015] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_riflel.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.015] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_riflel.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.015] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_riflel.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.015] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_riflel.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.016] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_plasma_riflel.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.016] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_assault_rifle was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.016] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_assault_rifle.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.016] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_assault_rifle.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.016] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_assault_rifle.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.016] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_assault_rifle.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.016] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_assault_rifle.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.029] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key automobility was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.029] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key automobility.automobile was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.029] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key automobility.automobile.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.029] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key automobility.automobile.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.029] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key automobility.automobile.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.030] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key automobility.automobile.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.030] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key automobility.automobile.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.042] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.042] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.bullet was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.042] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.bullet.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.043] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.bullet.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.043] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.bullet.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.043] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.bullet.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.043] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.bullet.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.211] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.melee_raytracing was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.211] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.melee_raytracing.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.212] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.melee_raytracing.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.213] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.melee_raytracing.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.213] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.melee_raytracing.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.213] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.melee_raytracing.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.213] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m67 was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.213] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m67.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.213] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m67.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.213] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m67.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m67.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m67.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.mk3a2 was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.mk3a2.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.mk3a2.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.mk3a2.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.mk3a2.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.214] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.mk3a2.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.215] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m116a1 was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.215] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m116a1.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.215] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m116a1.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.215] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m116a1.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.215] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m116a1.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.216] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m116a1.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.216] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18 was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.216] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.216] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18_toxic was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18_toxic.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18_toxic.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18_toxic.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18_toxic.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:32.217] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.m18_toxic.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.ammo_kit was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.ammo_kit.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:32.218] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key ava.ammo_kit.allowSpawners was corrected from null to its default, true. 
